code,name,level,codeabbr,prov,city
350582,晋江市,3,350582,福建省,泉州市
350583,南安市,3,350583,福建省,泉州市
350600,漳州市,2,3506,福建省,
350602,芗城区,3,350602,福建省,漳州市
350603,龙文区,3,350603,福建省,漳州市
350622,云霄县,3,350622,福建省,漳州市
350623,漳浦县,3,350623,福建省,漳州市
350624,诏安县,3,350624,福建省,漳州市
350625,长泰县,3,350625,福建省,漳州市
350626,东山县,3,350626,福建省,漳州市
350627,南靖县,3,350627,福建省,漳州市
350628,平和县,3,350628,福建省,漳州市
350629,华安县,3,350629,福建省,漳州市
350681,龙海市,3,350681,福建省,漳州市
350700,南平市,2,3507,福建省,
350702,延平区,3,350702,福建省,南平市
350703,建阳区,3,350703,福建省,南平市
350721,顺昌县,3,350721,福建省,南平市
350722,浦城县,3,350722,福建省,南平市
350723,光泽县,3,350723,福建省,南平市
350724,松溪县,3,350724,福建省,南平市
350725,政和县,3,350725,福建省,南平市
350781,邵武市,3,350781,福建省,南平市
350782,武夷山市,3,350782,福建省,南平市
350783,建瓯市,3,350783,福建省,南平市
350800,龙岩市,2,3508,福建省,
350802,新罗区,3,350802,福建省,龙岩市
350803,永定区,3,350803,福建省,龙岩市
350821,长汀县,3,350821,福建省,龙岩市
350823,上杭县,3,350823,福建省,龙岩市
350824,武平县,3,350824,福建省,龙岩市
350825,连城县,3,350825,福建省,龙岩市
350881,漳平市,3,350881,福建省,龙岩市
350900,宁德市,2,3509,福建省,
350902,蕉城区,3,350902,福建省,宁德市
350921,霞浦县,3,350921,福建省,宁德市
350922,古田县,3,350922,福建省,宁德市
350923,屏南县,3,350923,福建省,宁德市
350924,寿宁县,3,350924,福建省,宁德市
350925,周宁县,3,350925,福建省,宁德市
350926,柘荣县,3,350926,福建省,宁德市
350981,福安市,3,350981,福建省,宁德市
350982,福鼎市,3,350982,福建省,宁德市
360000,江西省,1,36,,
360100,南昌市,2,3601,江西省,
360102,东湖区,3,360102,江西省,南昌市
360103,西湖区,3,360103,江西省,南昌市
360104,青云谱区,3,360104,江西省,南昌市
360105,湾里区,3,360105,江西省,南昌市
360111,青山湖区,3,360111,江西省,南昌市
360112,新建区,3,360112,江西省,南昌市
360121,南昌县,3,360121,江西省,南昌市
360123,安义县,3,360123,江西省,南昌市
360124,进贤县,3,360124,江西省,南昌市
360200,景德镇市,2,3602,江西省,
360202,昌江区,3,360202,江西省,景德镇市
360203,珠山区,3,360203,江西省,景德镇市
360222,浮梁县,3,360222,江西省,景德镇市
360281,乐平市,3,360281,江西省,景德镇市
360300,萍乡市,2,3603,江西省,
360302,安源区,3,360302,江西省,萍乡市
360313,湘东区,3,360313,江西省,萍乡市
360321,莲花县,3,360321,江西省,萍乡市
360322,上栗县,3,360322,江西省,萍乡市
360323,芦溪县,3,360323,江西省,萍乡市
360400,九江市,2,3604,江西省,
360402,濂溪区,3,360402,江西省,九江市
360403,浔阳区,3,360403,江西省,九江市
360404,柴桑区,3,360404,江西省,九江市
360423,武宁县,3,360423,江西省,九江市
360424,修水县,3,360424,江西省,九江市
360425,永修县,3,360425,江西省,九江市
360426,德安县,3,360426,江西省,九江市
360428,都昌县,3,360428,江西省,九江市
360429,湖口县,3,360429,江西省,九江市
360430,彭泽县,3,360430,江西省,九江市
360481,瑞昌市,3,360481,江西省,九江市
360482,共青城市,3,360482,江西省,九江市
360483,庐山市,3,360483,江西省,九江市
360500,新余市,2,3605,江西省,
360502,渝水区,3,360502,江西省,新余市
360521,分宜县,3,360521,江西省,新余市
360600,鹰潭市,2,3606,江西省,
360602,月湖区,3,360602,江西省,鹰潭市
360603,余江区,3,360603,江西省,鹰潭市
360681,贵溪市,3,360681,江西省,鹰潭市
360700,赣州市,2,3607,江西省,
360702,章贡区,3,360702,江西省,赣州市
360703,南康区,3,360703,江西省,赣州市
360704,赣县区,3,360704,江西省,赣州市
360722,信丰县,3,360722,江西省,赣州市
360723,大余县,3,360723,江西省,赣州市
360724,上犹县,3,360724,江西省,赣州市
360725,崇义县,3,360725,江西省,赣州市
360726,安远县,3,360726,江西省,赣州市
360727,龙南县,3,360727,江西省,赣州市
360728,定南县,3,360728,江西省,赣州市
360729,全南县,3,360729,江西省,赣州市
360730,宁都县,3,360730,江西省,赣州市
360731,于都县,3,360731,江西省,赣州市
360732,兴国县,3,360732,江西省,赣州市
360733,会昌县,3,360733,江西省,赣州市
360734,寻乌县,3,360734,江西省,赣州市
360735,石城县,3,360735,江西省,赣州市
360781,瑞金市,3,360781,江西省,赣州市
360800,吉安市,2,3608,江西省,
360802,吉州区,3,360802,江西省,吉安市
360803,青原区,3,360803,江西省,吉安市
360821,吉安县,3,360821,江西省,吉安市
360822,吉水县,3,360822,江西省,吉安市
360823,峡江县,3,360823,江西省,吉安市
360824,新干县,3,360824,江西省,吉安市
360825,永丰县,3,360825,江西省,吉安市
360826,泰和县,3,360826,江西省,吉安市
360827,遂川县,3,360827,江西省,吉安市
360828,万安县,3,360828,江西省,吉安市
360829,安福县,3,360829,江西省,吉安市
360830,永新县,3,360830,江西省,吉安市
360881,井冈山市,3,360881,江西省,吉安市
360900,宜春市,2,3609,江西省,
360902,袁州区,3,360902,江西省,宜春市
360921,奉新县,3,360921,江西省,宜春市
360922,万载县,3,360922,江西省,宜春市
360923,上高县,3,360923,江西省,宜春市
360924,宜丰县,3,360924,江西省,宜春市
360925,靖安县,3,360925,江西省,宜春市
360926,铜鼓县,3,360926,江西省,宜春市
360981,丰城市,3,360981,江西省,宜春市
360982,樟树市,3,360982,江西省,宜春市
360983,高安市,3,360983,江西省,宜春市
361000,抚州市,2,3610,江西省,
361002,临川区,3,361002,江西省,抚州市
361003,东乡区,3,361003,江西省,抚州市
361021,南城县,3,361021,江西省,抚州市
361022,黎川县,3,361022,江西省,抚州市
361023,南丰县,3,361023,江西省,抚州市
361024,崇仁县,3,361024,江西省,抚州市
361025,乐安县,3,361025,江西省,抚州市
361026,宜黄县,3,361026,江西省,抚州市
361027,金溪县,3,361027,江西省,抚州市
361028,资溪县,3,361028,江西省,抚州市
361030,广昌县,3,361030,江西省,抚州市
361100,上饶市,2,3611,江西省,
361102,信州区,3,361102,江西省,上饶市
361103,广丰区,3,361103,江西省,上饶市
361121,上饶县,3,361121,江西省,上饶市
361123,玉山县,3,361123,江西省,上饶市
361124,铅山县,3,361124,江西省,上饶市
361125,横峰县,3,361125,江西省,上饶市
361126,弋阳县,3,361126,江西省,上饶市
361127,余干县,3,361127,江西省,上饶市
361128,鄱阳县,3,361128,江西省,上饶市
361129,万年县,3,361129,江西省,上饶市
361130,婺源县,3,361130,江西省,上饶市
361181,德兴市,3,361181,江西省,上饶市
370000,山东省,1,37,,
370100,济南市,2,3701,山东省,
370102,历下区,3,370102,山东省,济南市
370103,市中区,3,370103,山东省,济南市
370104,槐荫区,3,370104,山东省,济南市
370105,天桥区,3,370105,山东省,济南市
370112,历城区,3,370112,山东省,济南市
370113,长清区,3,370113,山东省,济南市
370114,章丘区,3,370114,山东省,济南市
370115,济阳区,3,370115,山东省,济南市
370116,莱芜区,3,370116,山东省,济南市
370117,钢城区,3,370117,山东省,济南市
370124,平阴县,3,370124,山东省,济南市
370126,商河县,3,370126,山东省,济南市
370200,青岛市,2,3702,山东省,
370202,市南区,3,370202,山东省,青岛市
370203,市北区,3,370203,山东省,青岛市
370211,黄岛区,3,370211,山东省,青岛市
370212,崂山区,3,370212,山东省,青岛市
370213,李沧区,3,370213,山东省,青岛市
370214,城阳区,3,370214,山东省,青岛市
370215,即墨区,3,370215,山东省,青岛市
370281,胶州市,3,370281,山东省,青岛市
370283,平度市,3,370283,山东省,青岛市
370285,莱西市,3,370285,山东省,青岛市
370300,淄博市,2,3703,山东省,
370302,淄川区,3,370302,山东省,淄博市
370303,张店区,3,370303,山东省,淄博市
370304,博山区,3,370304,山东省,淄博市
370305,临淄区,3,370305,山东省,淄博市
370306,周村区,3,370306,山东省,淄博市
370321,桓台县,3,370321,山东省,淄博市
370322,高青县,3,370322,山东省,淄博市
370323,沂源县,3,370323,山东省,淄博市
370400,枣庄市,2,3704,山东省,
370402,市中区,3,370402,山东省,枣庄市
370403,薛城区,3,370403,山东省,枣庄市
370404,峄城区,3,370404,山东省,枣庄市
370405,台儿庄区,3,370405,山东省,枣庄市
370406,山亭区,3,370406,山东省,枣庄市
370481,滕州市,3,370481,山东省,枣庄市
370500,东营市,2,3705,山东省,
370502,东营区,3,370502,山东省,东营市
370503,河口区,3,370503,山东省,东营市
370505,垦利区,3,370505,山东省,东营市
370522,利津县,3,370522,山东省,东营市
370523,广饶县,3,370523,山东省,东营市
370600,烟台市,2,3706,山东省,
370602,芝罘区,3,370602,山东省,烟台市
370611,福山区,3,370611,山东省,烟台市
370612,牟平区,3,370612,山东省,烟台市
370613,莱山区,3,370613,山东省,烟台市
370634,长岛县,3,370634,山东省,烟台市
370681,龙口市,3,370681,山东省,烟台市
370682,莱阳市,3,370682,山东省,烟台市
370683,莱州市,3,370683,山东省,烟台市
370684,蓬莱市,3,370684,山东省,烟台市
370685,招远市,3,370685,山东省,烟台市
370686,栖霞市,3,370686,山东省,烟台市
370687,海阳市,3,370687,山东省,烟台市
370700,潍坊市,2,3707,山东省,
370702,潍城区,3,370702,山东省,潍坊市
370703,寒亭区,3,370703,山东省,潍坊市
370704,坊子区,3,370704,山东省,潍坊市
370705,奎文区,3,370705,山东省,潍坊市
370724,临朐县,3,370724,山东省,潍坊市
370725,昌乐县,3,370725,山东省,潍坊市
370781,青州市,3,370781,山东省,潍坊市
370782,诸城市,3,370782,山东省,潍坊市
370783,寿光市,3,370783,山东省,潍坊市
370784,安丘市,3,370784,山东省,潍坊市
370785,高密市,3,370785,山东省,潍坊市
370786,昌邑市,3,370786,山东省,潍坊市
370800,济宁市,2,3708,山东省,
370811,任城区,3,370811,山东省,济宁市
370812,兖州区,3,370812,山东省,济宁市
370826,微山县,3,370826,山东省,济宁市
370827,鱼台县,3,370827,山东省,济宁市
370828,金乡县,3,370828,山东省,济宁市
370829,嘉祥县,3,370829,山东省,济宁市
370830,汶上县,3,370830,山东省,济宁市
370831,泗水县,3,370831,山东省,济宁市
370832,梁山县,3,370832,山东省,济宁市
370881,曲阜市,3,370881,山东省,济宁市
370883,邹城市,3,370883,山东省,济宁市
370900,泰安市,2,3709,山东省,
370902,泰山区,3,370902,山东省,泰安市
370911,岱岳区,3,370911,山东省,泰安市
370921,宁阳县,3,370921,山东省,泰安市
370923,东平县,3,370923,山东省,泰安市
370982,新泰市,3,370982,山东省,泰安市
370983,肥城市,3,370983,山东省,泰安市
371000,威海市,2,3710,山东省,
371002,环翠区,3,371002,山东省,威海市
371003,文登区,3,371003,山东省,威海市
371082,荣成市,3,371082,山东省,威海市
371083,乳山市,3,371083,山东省,威海市
371100,日照市,2,3711,山东省,
371102,东港区,3,371102,山东省,日照市
371103,岚山区,3,371103,山东省,日照市
371121,五莲县,3,371121,山东省,日照市
371122,莒县,3,371122,山东省,日照市
371300,临沂市,2,3713,山东省,
371302,兰山区,3,371302,山东省,临沂市
371311,罗庄区,3,371311,山东省,临沂市
371312,河东区,3,371312,山东省,临沂市
371321,沂南县,3,371321,山东省,临沂市
371322,郯城县,3,371322,山东省,临沂市
371323,沂水县,3,371323,山东省,临沂市
371324,兰陵县,3,371324,山东省,临沂市
371325,费县,3,371325,山东省,临沂市
371326,平邑县,3,371326,山东省,临沂市
371327,莒南县,3,371327,山东省,临沂市
371328,蒙阴县,3,371328,山东省,临沂市
371329,临沭县,3,371329,山东省,临沂市
371400,德州市,2,3714,山东省,
371402,德城区,3,371402,山东省,德州市
371403,陵城区,3,371403,山东省,德州市
371422,宁津县,3,371422,山东省,德州市
371423,庆云县,3,371423,山东省,德州市
371424,临邑县,3,371424,山东省,德州市
371425,齐河县,3,371425,山东省,德州市
371426,平原县,3,371426,山东省,德州市
371427,夏津县,3,371427,山东省,德州市
371428,武城县,3,371428,山东省,德州市
371481,乐陵市,3,371481,山东省,德州市
371482,禹城市,3,371482,山东省,德州市
371500,聊城市,2,3715,山东省,
371502,东昌府区,3,371502,山东省,聊城市
371521,阳谷县,3,371521,山东省,聊城市
371522,莘县,3,371522,山东省,聊城市
371523,茌平县,3,371523,山东省,聊城市
371524,东阿县,3,371524,山东省,聊城市
371525,冠县,3,371525,山东省,聊城市
371526,高唐县,3,371526,山东省,聊城市
371581,临清市,3,371581,山东省,聊城市
371600,滨州市,2,3716,山东省,
371602,滨城区,3,371602,山东省,滨州市
371603,沾化区,3,371603,山东省,滨州市
371621,惠民县,3,371621,山东省,滨州市
371622,阳信县,3,371622,山东省,滨州市
371623,无棣县,3,371623,山东省,滨州市
371625,博兴县,3,371625,山东省,滨州市
371681,邹平市,3,371681,山东省,滨州市
371700,菏泽市,2,3717,山东省,
371702,牡丹区,3,371702,山东省,菏泽市
371703,定陶区,3,371703,山东省,菏泽市
371721,曹县,3,371721,山东省,菏泽市
371722,单县,3,371722,山东省,菏泽市
371723,成武县,3,371723,山东省,菏泽市
371724,巨野县,3,371724,山东省,菏泽市
371725,郓城县,3,371725,山东省,菏泽市
371726,鄄城县,3,371726,山东省,菏泽市
371728,东明县,3,371728,山东省,菏泽市
410000,河南省,1,41,,
410100,郑州市,2,4101,河南省,
410102,中原区,3,410102,河南省,郑州市
410103,二七区,3,410103,河南省,郑州市
410104,管城回族区,3,410104,河南省,郑州市
410105,金水区,3,410105,河南省,郑州市
410106,上街区,3,410106,河南省,郑州市
410108,惠济区,3,410108,河南省,郑州市
410122,中牟县,3,410122,河南省,郑州市
410181,巩义市,3,410181,河南省,郑州市
410182,荥阳市,3,410182,河南省,郑州市
410183,新密市,3,410183,河南省,郑州市
410184,新郑市,3,410184,河南省,郑州市
410185,登封市,3,410185,河南省,郑州市
410200,开封市,2,4102,河南省,
410202,龙亭区,3,410202,河南省,开封市
410203,顺河回族区,3,410203,河南省,开封市
410204,鼓楼区,3,410204,河南省,开封市
410205,禹王台区,3,410205,河南省,开封市
410212,祥符区,3,410212,河南省,开封市
410221,杞县,3,410221,河南省,开封市
410222,通许县,3,410222,河南省,开封市
410223,尉氏县,3,410223,河南省,开封市
410225,兰考县,3,410225,河南省,开封市
410300,洛阳市,2,4103,河南省,
410302,老城区,3,410302,河南省,洛阳市
410303,西工区,3,410303,河南省,洛阳市
410304,瀍河回族区,3,410304,河南省,洛阳市
410305,涧西区,3,410305,河南省,洛阳市
410306,吉利区,3,410306,河南省,洛阳市
410311,洛龙区,3,410311,河南省,洛阳市
410322,孟津县,3,410322,河南省,洛阳市
410323,新安县,3,410323,河南省,洛阳市
410324,栾川县,3,410324,河南省,洛阳市
410325,嵩县,3,410325,河南省,洛阳市
410326,汝阳县,3,410326,河南省,洛阳市
410327,宜阳县,3,410327,河南省,洛阳市
410328,洛宁县,3,410328,河南省,洛阳市
410329,伊川县,3,410329,河南省,洛阳市
410381,偃师市,3,410381,河南省,洛阳市
410400,平顶山市,2,4104,河南省,
410402,新华区,3,410402,河南省,平顶山市
410403,卫东区,3,410403,河南省,平顶山市
410404,石龙区,3,410404,河南省,平顶山市
410411,湛河区,3,410411,河南省,平顶山市
410421,宝丰县,3,410421,河南省,平顶山市
410422,叶县,3,410422,河南省,平顶山市
410423,鲁山县,3,410423,河南省,平顶山市
410425,郏县,3,410425,河南省,平顶山市
410481,舞钢市,3,410481,河南省,平顶山市
410482,汝州市,3,410482,河南省,平顶山市
410500,安阳市,2,4105,河南省,
410502,文峰区,3,410502,河南省,安阳市
410503,北关区,3,410503,河南省,安阳市
410505,殷都区,3,410505,河南省,安阳市
410506,龙安区,3,410506,河南省,安阳市
410522,安阳县,3,410522,河南省,安阳市
410523,汤阴县,3,410523,河南省,安阳市
410526,滑县,3,410526,河南省,安阳市
410527,内黄县,3,410527,河南省,安阳市
410581,林州市,3,410581,河南省,安阳市
410600,鹤壁市,2,4106,河南省,
410602,鹤山区,3,410602,河南省,鹤壁市
410603,山城区,3,410603,河南省,鹤壁市
410611,淇滨区,3,410611,河南省,鹤壁市
410621,浚县,3,410621,河南省,鹤壁市
410622,淇县,3,410622,河南省,鹤壁市
410700,新乡市,2,4107,河南省,
410702,红旗区,3,410702,河南省,新乡市
410703,卫滨区,3,410703,河南省,新乡市
410704,凤泉区,3,410704,河南省,新乡市
410711,牧野区,3,410711,河南省,新乡市
410721,新乡县,3,410721,河南省,新乡市
410724,获嘉县,3,410724,河南省,新乡市
410725,原阳县,3,410725,河南省,新乡市
410726,延津县,3,410726,河南省,新乡市
410727,封丘县,3,410727,河南省,新乡市
410728,长垣县,3,410728,河南省,新乡市
410781,卫辉市,3,410781,河南省,新乡市
410782,辉县市,3,410782,河南省,新乡市
410800,焦作市,2,4108,河南省,
410802,解放区,3,410802,河南省,焦作市
410803,中站区,3,410803,河南省,焦作市
410804,马村区,3,410804,河南省,焦作市
410811,山阳区,3,410811,河南省,焦作市
410821,修武县,3,410821,河南省,焦作市
410822,博爱县,3,410822,河南省,焦作市
410823,武陟县,3,410823,河南省,焦作市
410825,温县,3,410825,河南省,焦作市
410882,沁阳市,3,410882,河南省,焦作市
410883,孟州市,3,410883,河南省,焦作市
410900,濮阳市,2,4109,河南省,
410902,华龙区,3,410902,河南省,濮阳市
410922,清丰县,3,410922,河南省,濮阳市
410923,南乐县,3,410923,河南省,濮阳市
410926,范县,3,410926,河南省,濮阳市
410927,台前县,3,410927,河南省,濮阳市
410928,濮阳县,3,410928,河南省,濮阳市
411000,许昌市,2,4110,河南省,
411002,魏都区,3,411002,河南省,许昌市
411003,建安区,3,411003,河南省,许昌市
411024,鄢陵县,3,411024,河南省,许昌市
411025,襄城县,3,411025,河南省,许昌市
411081,禹州市,3,411081,河南省,许昌市
411082,长葛市,3,411082,河南省,许昌市
411100,漯河市,2,4111,河南省,
411102,源汇区,3,411102,河南省,漯河市
411103,郾城区,3,411103,河南省,漯河市
411104,召陵区,3,411104,河南省,漯河市
411121,舞阳县,3,411121,河南省,漯河市
411122,临颍县,3,411122,河南省,漯河市
411200,三门峡市,2,4112,河南省,
411202,湖滨区,3,411202,河南省,三门峡市
411203,陕州区,3,411203,河南省,三门峡市
411221,渑池县,3,411221,河南省,三门峡市
411224,卢氏县,3,411224,河南省,三门峡市
411281,义马市,3,411281,河南省,三门峡市
411282,灵宝市,3,411282,河南省,三门峡市
411300,南阳市,2,4113,河南省,
411302,宛城区,3,411302,河南省,南阳市
411303,卧龙区,3,411303,河南省,南阳市
411321,南召县,3,411321,河南省,南阳市
411322,方城县,3,411322,河南省,南阳市
411323,西峡县,3,411323,河南省,南阳市
411324,镇平县,3,411324,河南省,南阳市
411325,内乡县,3,411325,河南省,南阳市
411326,淅川县,3,411326,河南省,南阳市
411327,社旗县,3,411327,河南省,南阳市
411328,唐河县,3,411328,河南省,南阳市
411329,新野县,3,411329,河南省,南阳市
411330,桐柏县,3,411330,河南省,南阳市
411381,邓州市,3,411381,河南省,南阳市
411400,商丘市,2,4114,河南省,
411402,梁园区,3,411402,河南省,商丘市
411403,睢阳区,3,411403,河南省,商丘市
411421,民权县,3,411421,河南省,商丘市
411422,睢县,3,411422,河南省,商丘市
411423,宁陵县,3,411423,河南省,商丘市
411424,柘城县,3,411424,河南省,商丘市
411425,虞城县,3,411425,河南省,商丘市
411426,夏邑县,3,411426,河南省,商丘市
411481,永城市,3,411481,河南省,商丘市
411500,信阳市,2,4115,河南省,
411502,浉河区,3,411502,河南省,信阳市
411503,平桥区,3,411503,河南省,信阳市
411521,罗山县,3,411521,河南省,信阳市
411522,光山县,3,411522,河南省,信阳市
411523,新县,3,411523,河南省,信阳市
411524,商城县,3,411524,河南省,信阳市
411525,固始县,3,411525,河南省,信阳市
411526,潢川县,3,411526,河南省,信阳市
411527,淮滨县,3,411527,河南省,信阳市
411528,息县,3,411528,河南省,信阳市
411600,周口市,2,4116,河南省,
411602,川汇区,3,411602,河南省,周口市
411621,扶沟县,3,411621,河南省,周口市
411622,西华县,3,411622,河南省,周口市
411623,商水县,3,411623,河南省,周口市
411624,沈丘县,3,411624,河南省,周口市
411625,郸城县,3,411625,河南省,周口市
411626,淮阳县,3,411626,河南省,周口市
411627,太康县,3,411627,河南省,周口市
411628,鹿邑县,3,411628,河南省,周口市
411681,项城市,3,411681,河南省,周口市
411700,驻马店市,2,4117,河南省,
411702,驿城区,3,411702,河南省,驻马店市
411721,西平县,3,411721,河南省,驻马店市
411722,上蔡县,3,411722,河南省,驻马店市
411723,平舆县,3,411723,河南省,驻马店市
411724,正阳县,3,411724,河南省,驻马店市
411725,确山县,3,411725,河南省,驻马店市
411726,泌阳县,3,411726,河南省,驻马店市
411727,汝南县,3,411727,河南省,驻马店市
411728,遂平县,3,411728,河南省,驻马店市
411729,新蔡县,3,411729,河南省,驻马店市
419001,济源市,3,419001,河南省,河南省
420000,湖北省,1,42,,
420100,武汉市,2,4201,湖北省,
420102,江岸区,3,420102,湖北省,武汉市
420103,江汉区,3,420103,湖北省,武汉市
420104,硚口区,3,420104,湖北省,武汉市
420105,汉阳区,3,420105,湖北省,武汉市
420106,武昌区,3,420106,湖北省,武汉市
420107,青山区,3,420107,湖北省,武汉市
420111,洪山区,3,420111,湖北省,武汉市
420112,东西湖区,3,420112,湖北省,武汉市
420113,汉南区,3,420113,湖北省,武汉市
420114,蔡甸区,3,420114,湖北省,武汉市
420115,江夏区,3,420115,湖北省,武汉市
420116,黄陂区,3,420116,湖北省,武汉市
420117,新洲区,3,420117,湖北省,武汉市
420200,黄石市,2,4202,湖北省,
420202,黄石港区,3,420202,湖北省,黄石市
420203,西塞山区,3,420203,湖北省,黄石市
420204,下陆区,3,420204,湖北省,黄石市
420205,铁山区,3,420205,湖北省,黄石市
420222,阳新县,3,420222,湖北省,黄石市
420281,大冶市,3,420281,湖北省,黄石市
420300,十堰市,2,4203,湖北省,
420302,茅箭区,3,420302,湖北省,十堰市
420303,张湾区,3,420303,湖北省,十堰市
420304,郧阳区,3,420304,湖北省,十堰市
420322,郧西县,3,420322,湖北省,十堰市
420323,竹山县,3,420323,湖北省,十堰市
420324,竹溪县,3,420324,湖北省,十堰市
420325,房县,3,420325,湖北省,十堰市
420381,丹江口市,3,420381,湖北省,十堰市
420500,宜昌市,2,4205,湖北省,
420502,西陵区,3,420502,湖北省,宜昌市
420503,伍家岗区,3,420503,湖北省,宜昌市
420504,点军区,3,420504,湖北省,宜昌市
420505,猇亭区,3,420505,湖北省,宜昌市
420506,夷陵区,3,420506,湖北省,宜昌市
420525,远安县,3,420525,湖北省,宜昌市
420526,兴山县,3,420526,湖北省,宜昌市
420527,秭归县,3,420527,湖北省,宜昌市
420528,长阳土家族自治县,3,420528,湖北省,宜昌市
420529,五峰土家族自治县,3,420529,湖北省,宜昌市
420581,宜都市,3,420581,湖北省,宜昌市
420582,当阳市,3,420582,湖北省,宜昌市
420583,枝江市,3,420583,湖北省,宜昌市
420600,襄阳市,2,4206,湖北省,
420602,襄城区,3,420602,湖北省,襄阳市
420606,樊城区,3,420606,湖北省,襄阳市
420607,襄州区,3,420607,湖北省,襄阳市
420624,南漳县,3,420624,湖北省,襄阳市
420625,谷城县,3,420625,湖北省,襄阳市
420626,保康县,3,420626,湖北省,襄阳市
420682,老河口市,3,420682,湖北省,襄阳市
420683,枣阳市,3,420683,湖北省,襄阳市
420684,宜城市,3,420684,湖北省,襄阳市
420700,鄂州市,2,4207,湖北省,
420702,梁子湖区,3,420702,湖北省,鄂州市
420703,华容区,3,420703,湖北省,鄂州市
420704,鄂城区,3,420704,湖北省,鄂州市
420800,荆门市,2,4208,湖北省,
420802,东宝区,3,420802,湖北省,荆门市
420804,掇刀区,3,420804,湖北省,荆门市
420822,沙洋县,3,420822,湖北省,荆门市
420881,钟祥市,3,420881,湖北省,荆门市
420882,京山市,3,420882,湖北省,荆门市
420900,孝感市,2,4209,湖北省,
420902,孝南区,3,420902,湖北省,孝感市
420921,孝昌县,3,420921,湖北省,孝感市
420922,大悟县,3,420922,湖北省,孝感市
420923,云梦县,3,420923,湖北省,孝感市
420981,应城市,3,420981,湖北省,孝感市
420982,安陆市,3,420982,湖北省,孝感市
420984,汉川市,3,420984,湖北省,孝感市
421000,荆州市,2,4210,湖北省,
421002,沙市区,3,421002,湖北省,荆州市
421003,荆州区,3,421003,湖北省,荆州市
421022,公安县,3,421022,湖北省,荆州市
421023,监利县,3,421023,湖北省,荆州市
421024,江陵县,3,421024,湖北省,荆州市
421081,石首市,3,421081,湖北省,荆州市
421083,洪湖市,3,421083,湖北省,荆州市
421087,松滋市,3,421087,湖北省,荆州市
421100,黄冈市,2,4211,湖北省,
421102,黄州区,3,421102,湖北省,黄冈市
421121,团风县,3,421121,湖北省,黄冈市
421122,红安县,3,421122,湖北省,黄冈市
421123,罗田县,3,421123,湖北省,黄冈市
421124,英山县,3,421124,湖北省,黄冈市
421125,浠水县,3,421125,湖北省,黄冈市
421126,蕲春县,3,421126,湖北省,黄冈市
421127,黄梅县,3,421127,湖北省,黄冈市
421181,麻城市,3,421181,湖北省,黄冈市
421182,武穴市,3,421182,湖北省,黄冈市
421200,咸宁市,2,4212,湖北省,
421202,咸安区,3,421202,湖北省,咸宁市
421221,嘉鱼县,3,421221,湖北省,咸宁市
421222,通城县,3,421222,湖北省,咸宁市
421223,崇阳县,3,421223,湖北省,咸宁市
421224,通山县,3,421224,湖北省,咸宁市
421281,赤壁市,3,421281,湖北省,咸宁市
421300,随州市,2,4213,湖北省,
421303,曾都区,3,421303,湖北省,随州市
421321,随县,3,421321,湖北省,随州市
421381,广水市,3,421381,湖北省,随州市
422800,恩施土家族苗族自治州,2,4228,湖北省,
422801,恩施市,3,422801,湖北省,恩施土家族苗族自治州
422802,利川市,3,422802,湖北省,恩施土家族苗族自治州
422822,建始县,3,422822,湖北省,恩施土家族苗族自治州
422823,巴东县,3,422823,湖北省,恩施土家族苗族自治州
422825,宣恩县,3,422825,湖北省,恩施土家族苗族自治州
422826,咸丰县,3,422826,湖北省,恩施土家族苗族自治州
422827,来凤县,3,422827,湖北省,恩施土家族苗族自治州
422828,鹤峰县,3,422828,湖北省,恩施土家族苗族自治州
429004,仙桃市,3,429004,湖北省,湖北省
429005,潜江市,3,429005,湖北省,湖北省
429006,天门市,3,429006,湖北省,湖北省
429021,神农架林区,3,429021,湖北省,湖北省
430000,湖南省,1,43,,
430100,长沙市,2,4301,湖南省,
430102,芙蓉区,3,430102,湖南省,长沙市
430103,天心区,3,430103,湖南省,长沙市
430104,岳麓区,3,430104,湖南省,长沙市
430105,开福区,3,430105,湖南省,长沙市
430111,雨花区,3,430111,湖南省,长沙市
430112,望城区,3,430112,湖南省,长沙市
430121,长沙县,3,430121,湖南省,长沙市
430181,浏阳市,3,430181,湖南省,长沙市
430182,宁乡市,3,430182,湖南省,长沙市
430200,株洲市,2,4302,湖南省,
430202,荷塘区,3,430202,湖南省,株洲市
430203,芦淞区,3,430203,湖南省,株洲市
430204,石峰区,3,430204,湖南省,株洲市
430211,天元区,3,430211,湖南省,株洲市
430212,渌口区,3,430212,湖南省,株洲市
430223,攸县,3,430223,湖南省,株洲市
430224,茶陵县,3,430224,湖南省,株洲市
430225,炎陵县,3,430225,湖南省,株洲市
430281,醴陵市,3,430281,湖南省,株洲市
430300,湘潭市,2,4303,湖南省,
430302,雨湖区,3,430302,湖南省,湘潭市
430304,岳塘区,3,430304,湖南省,湘潭市
430321,湘潭县,3,430321,湖南省,湘潭市
430381,湘乡市,3,430381,湖南省,湘潭市
430382,韶山市,3,430382,湖南省,湘潭市
430400,衡阳市,2,4304,湖南省,
430405,珠晖区,3,430405,湖南省,衡阳市
430406,雁峰区,3,430406,湖南省,衡阳市
430407,石鼓区,3,430407,湖南省,衡阳市
430408,蒸湘区,3,430408,湖南省,衡阳市
